user,assistant
I won a small contest. So_comma_ my friend was there when I entered the contest_comma_ and he was the one that encouraged me to enter. Now that I won_comma_ he says he deserves some of the winnings because he was the one that made me enter. I disagree. But he keeps bothering me about it.,I won a small contest. So_comma_ my friend was there when I entered the contest_comma_ and he was the one that encouraged me to enter. Now that I won_comma_ he says he deserves some of the winnings because he was the one that made me enter. I disagree. But he keeps bothering me about it.
I recently lost my job adn i feel horrible.,I lsot my job the other day and am pretty lost myself.
My mother got me a new puppy. A small blue eyed husky.,Wow what an absolutely amazing day!
I felt terrible when I broke our television a few weeks ago,I felt terrible when I broke our television a few weeks ago
When my house burned down. I had to save my mother.,Seeing my house burn down was so scary.
I just took a very difficult test in my math class. I cannot wait to see how i did. I know I did great,I just took a very hard test in math. Tomorrow I will see how I did
I alwasy get so happy during the holiday season. It's coming up soon,I always get so happy during the holiday season. It's coming up soon
My best friend is coming to visit me tomorrow.  I am so happy to see her.,My best friend is coming to visit me tomorrow.
This new printer at work is SO AWFUL_comma_  I HATE IT,Man. This printer is GETTING ON MY NERVES!!
We are supposed to have severe storms tomorrow. I put together a storm emergency kit for the basement just in case,We are supposed to get severe thunderstorms tomorrow.
Today when I was walking home from the park a pit bull was chasing me.  I was scared for my life.,Today when I was walking home from the park a pit bull chased after me.
I can not wait to go out to eat with my new girlfriend.,I recently started dating again and i just can't wait to see her again.
Someone keyed my car at work today! Injust got the car last week!,Someone keyed my car at work today.
I was cleaning my attic and found my old NES,I started cleaning my attic yesterday
I think my life is going great now compared to before.,I am so happy eith the way things are going right now.
I was devastated when my dad passed away. It was just hard,It really hurt when my dad died randomly. It was the hardest thing I have been through
I had to buy some toys for my nephews birthday the other day.  Made me miss when my girls were that small.,I had to go to Walmart the other day to get my nephew a birthday present_comma_ he wanted Legos!
I saw a man eat a 3 foot sub sandwich.  It was very inspiring to me.,I saw a man eat a 3 foot sub sandwich.
I watched a football game the other day and a really good team lost to a well known horrible team.,I was shocked to see a well known good team defeat another well known bad team in a football game last night.
I lost my wallet and someone found it and returned it to me.  I am so thankful for that person.,I lost my wallet and someone found it and returned it to me.
I was mad to see my best friend start dating my ex girlfriend.,"I can't believe my 'ex"" best friend"". he sarted dating my ex girl friend."
Getting a colonoscopy done.  I hope it turns out okay,My appointment is coming up
I was starting a new job and could not sleep the night before. I was feeling extremely anxious about the decision to change jobs.,I was starting a new job and could not sleep the night before. I was feeling extremely anxious about the decision to change jobs.
I had to go to lunch by myself today.  I hate being by myself_comma_ it's sad.,I had to go to lunch by myself today.
I once cheated on my taxes and i feel bad about it.,One year i filed false tax forms and i feel really bad about it. I feel like i cheated on society.
seeing a kid cry in a store,i went to the grocery store today and i saw a kid walking around alone crying
My favorite football team lost tonight.  It makes me feel so unhappy.,My favorite football team lost tonight.
I paid a lot of money for this new printer and it doesn't work,Man I bought this stupid new printer.  I paid a lot of money for it.
was at the store the other day and this random lady kept asking me my political party. She was very weird.,This lady at my grocery store was obssed with asking me my political party. I had to almost run away from her.
